model,tier,params,item_id,category,difficulty,gold_label,seed,raw_output,pred_label,is_valid,is_correct,latency_ms
Gemma3-4B,SLM,4B,uc6_test_015,sepsis_infection,medium,URGENT,42,CRITICAL,CRITICAL,True,False,523
Gemma3-4B,SLM,4B,uc6_test_015,sepsis_infection,medium,URGENT,43,CRITICAL,CRITICAL,True,False,294
Gemma3-4B,SLM,4B,uc6_test_015,sepsis_infection,medium,URGENT,44,CRITICAL,CRITICAL,True,False,298
Gemma3-4B,SLM,4B,uc6_test_016,neurological,easy,SEMIURGENT,42,URGENT,URGENT,True,False,532
Gemma3-4B,SLM,4B,uc6_test_016,neurological,easy,SEMIURGENT,43,URGENT,URGENT,True,False,319
Gemma3-4B,SLM,4B,uc6_test_016,neurological,easy,SEMIURGENT,44,URGENT,URGENT,True,False,332
Gemma3-4B,SLM,4B,uc6_test_017,neurological,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,589
Gemma3-4B,SLM,4B,uc6_test_017,neurological,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,387
Gemma3-4B,SLM,4B,uc6_test_017,neurological,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,373
Gemma3-4B,SLM,4B,uc6_test_018,respiratory,medium,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,593
Gemma3-4B,SLM,4B,uc6_test_018,respiratory,medium,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,297
Gemma3-4B,SLM,4B,uc6_test_018,respiratory,medium,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,295
Gemma3-4B,SLM,4B,uc6_test_019,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,585
Gemma3-4B,SLM,4B,uc6_test_019,cardiac,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,366
Gemma3-4B,SLM,4B,uc6_test_019,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,372
Gemma3-4B,SLM,4B,uc6_test_020,trauma,easy,SEMIURGENT,42,URGENT,URGENT,True,False,531
Gemma3-4B,SLM,4B,uc6_test_020,trauma,easy,SEMIURGENT,43,URGENT,URGENT,True,False,321
Gemma3-4B,SLM,4B,uc6_test_020,trauma,easy,SEMIURGENT,44,URGENT,URGENT,True,False,336
Gemma3-4B,SLM,4B,uc6_test_021,respiratory,easy,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,520
Gemma3-4B,SLM,4B,uc6_test_021,respiratory,easy,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,302
Gemma3-4B,SLM,4B,uc6_test_021,respiratory,easy,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,308
Gemma3-4B,SLM,4B,uc6_test_022,trauma,easy,SEMIURGENT,42,URGENT,URGENT,True,False,552
Gemma3-4B,SLM,4B,uc6_test_022,trauma,easy,SEMIURGENT,43,URGENT,URGENT,True,False,332
Gemma3-4B,SLM,4B,uc6_test_022,trauma,easy,SEMIURGENT,44,URGENT,URGENT,True,False,336
Gemma3-4B,SLM,4B,uc6_test_023,respiratory,easy,SEMIURGENT,42,URGENT,URGENT,True,False,538
Gemma3-4B,SLM,4B,uc6_test_023,respiratory,easy,SEMIURGENT,43,URGENT,URGENT,True,False,319
Gemma3-4B,SLM,4B,uc6_test_023,respiratory,easy,SEMIURGENT,44,URGENT,URGENT,True,False,324
Gemma3-4B,SLM,4B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,42,URGENT,URGENT,True,False,646
Gemma3-4B,SLM,4B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,43,URGENT,URGENT,True,False,317
Gemma3-4B,SLM,4B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,44,URGENT,URGENT,True,False,328
Gemma3-4B,SLM,4B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,524
Gemma3-4B,SLM,4B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,296
Gemma3-4B,SLM,4B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,310
Gemma3-4B,SLM,4B,uc6_test_026,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,562
Gemma3-4B,SLM,4B,uc6_test_026,cardiac,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,376
Gemma3-4B,SLM,4B,uc6_test_026,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,352
Gemma3-4B,SLM,4B,uc6_test_027,trauma,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,554
Gemma3-4B,SLM,4B,uc6_test_027,trauma,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,344
Gemma3-4B,SLM,4B,uc6_test_027,trauma,easy,NONURGENT,44,SEMIURGENT,SEMIURGENT,True,False,345
Gemma3-4B,SLM,4B,uc6_test_028,trauma,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,534
Gemma3-4B,SLM,4B,uc6_test_028,trauma,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,316
Gemma3-4B,SLM,4B,uc6_test_028,trauma,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,320
Gemma3-4B,SLM,4B,uc6_test_029,sepsis_infection,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,537
Gemma3-4B,SLM,4B,uc6_test_029,sepsis_infection,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,318
Gemma3-4B,SLM,4B,uc6_test_029,sepsis_infection,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,327
Gemma3-4B,SLM,4B,uc6_test_030,cardiac,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,611
Gemma3-4B,SLM,4B,uc6_test_030,cardiac,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,367
Gemma3-4B,SLM,4B,uc6_test_030,cardiac,easy,NONURGENT,44,SEMIURGENT,SEMIURGENT,True,False,373
Qwen2.5-7B,SLM,7B,uc6_test_001,neurological,hard,CRITICAL,42,CRITICAL,CRITICAL,True,True,5498
Qwen2.5-7B,SLM,7B,uc6_test_001,neurological,hard,CRITICAL,43,CRITICAL,CRITICAL,True,True,180
Qwen2.5-7B,SLM,7B,uc6_test_001,neurological,hard,CRITICAL,44,CRITICAL,CRITICAL,True,True,176
Qwen2.5-7B,SLM,7B,uc6_test_002,sepsis_infection,medium,CRITICAL,42,CRITICAL,CRITICAL,True,True,623
Qwen2.5-7B,SLM,7B,uc6_test_002,sepsis_infection,medium,CRITICAL,43,CRITICAL,CRITICAL,True,True,176
Qwen2.5-7B,SLM,7B,uc6_test_002,sepsis_infection,medium,CRITICAL,44,CRITICAL,CRITICAL,True,True,178
Qwen2.5-7B,SLM,7B,uc6_test_003,neurological,medium,CRITICAL,42,CRITICAL,CRITICAL,True,True,629
Qwen2.5-7B,SLM,7B,uc6_test_003,neurological,medium,CRITICAL,43,CRITICAL,CRITICAL,True,True,180
Qwen2.5-7B,SLM,7B,uc6_test_003,neurological,medium,CRITICAL,44,CRITICAL,CRITICAL,True,True,177
Qwen2.5-7B,SLM,7B,uc6_test_004,neurological,easy,CRITICAL,42,CRITICAL,CRITICAL,True,True,608
Qwen2.5-7B,SLM,7B,uc6_test_004,neurological,easy,CRITICAL,43,CRITICAL,CRITICAL,True,True,177
Qwen2.5-7B,SLM,7B,uc6_test_004,neurological,easy,CRITICAL,44,CRITICAL,CRITICAL,True,True,177
Qwen2.5-7B,SLM,7B,uc6_test_005,neurological,medium,URGENT,42,URGENT,URGENT,True,True,641
Qwen2.5-7B,SLM,7B,uc6_test_005,neurological,medium,URGENT,43,URGENT,URGENT,True,True,209
Qwen2.5-7B,SLM,7B,uc6_test_005,neurological,medium,URGENT,44,URGENT,URGENT,True,True,209
Qwen2.5-7B,SLM,7B,uc6_test_006,trauma,easy,URGENT,42,CRITICAL,CRITICAL,True,False,622
Qwen2.5-7B,SLM,7B,uc6_test_006,trauma,easy,URGENT,43,CRITICAL,CRITICAL,True,False,177
Qwen2.5-7B,SLM,7B,uc6_test_006,trauma,easy,URGENT,44,CRITICAL,CRITICAL,True,False,177
Qwen2.5-7B,SLM,7B,uc6_test_007,sepsis_infection,easy,URGENT,42,URGENT,URGENT,True,True,655
Qwen2.5-7B,SLM,7B,uc6_test_007,sepsis_infection,easy,URGENT,43,URGENT,URGENT,True,True,208
Qwen2.5-7B,SLM,7B,uc6_test_007,sepsis_infection,easy,URGENT,44,URGENT,URGENT,True,True,209
Qwen2.5-7B,SLM,7B,uc6_test_008,respiratory,medium,URGENT,42,CRITICAL,CRITICAL,True,False,627
Qwen2.5-7B,SLM,7B,uc6_test_008,respiratory,medium,URGENT,43,CRITICAL,CRITICAL,True,False,177
Qwen2.5-7B,SLM,7B,uc6_test_008,respiratory,medium,URGENT,44,CRITICAL,CRITICAL,True,False,179
Qwen2.5-7B,SLM,7B,uc6_test_009,trauma,medium,URGENT,42,URGENT,URGENT,True,True,651
Qwen2.5-7B,SLM,7B,uc6_test_009,trauma,medium,URGENT,43,URGENT,URGENT,True,True,207
Qwen2.5-7B,SLM,7B,uc6_test_009,trauma,medium,URGENT,44,URGENT,URGENT,True,True,208
Qwen2.5-7B,SLM,7B,uc6_test_010,respiratory,medium,URGENT,42,URGENT,URGENT,True,True,658
Qwen2.5-7B,SLM,7B,uc6_test_010,respiratory,medium,URGENT,43,URGENT,URGENT,True,True,209
Qwen2.5-7B,SLM,7B,uc6_test_010,respiratory,medium,URGENT,44,URGENT,URGENT,True,True,209
Qwen2.5-7B,SLM,7B,uc6_test_011,sepsis_infection,medium,URGENT,42,CRITICAL,CRITICAL,True,False,644
Qwen2.5-7B,SLM,7B,uc6_test_011,sepsis_infection,medium,URGENT,43,CRITICAL,CRITICAL,True,False,178
Qwen2.5-7B,SLM,7B,uc6_test_011,sepsis_infection,medium,URGENT,44,CRITICAL,CRITICAL,True,False,177
Qwen2.5-7B,SLM,7B,uc6_test_012,sepsis_infection,hard,URGENT,42,URGENT,URGENT,True,True,666
Qwen2.5-7B,SLM,7B,uc6_test_012,sepsis_infection,hard,URGENT,43,URGENT,URGENT,True,True,210
Qwen2.5-7B,SLM,7B,uc6_test_012,sepsis_infection,hard,URGENT,44,URGENT,URGENT,True,True,209
Qwen2.5-7B,SLM,7B,uc6_test_013,respiratory,hard,URGENT,42,URGENT,URGENT,True,True,662
Qwen2.5-7B,SLM,7B,uc6_test_013,respiratory,hard,URGENT,43,URGENT,URGENT,True,True,206
Qwen2.5-7B,SLM,7B,uc6_test_013,respiratory,hard,URGENT,44,URGENT,URGENT,True,True,206
Qwen2.5-7B,SLM,7B,uc6_test_014,cardiac,medium,URGENT,42,CRITICAL,CRITICAL,True,False,625
Qwen2.5-7B,SLM,7B,uc6_test_014,cardiac,medium,URGENT,43,CRITICAL,CRITICAL,True,False,175
Qwen2.5-7B,SLM,7B,uc6_test_014,cardiac,medium,URGENT,44,CRITICAL,CRITICAL,True,False,175
Qwen2.5-7B,SLM,7B,uc6_test_015,sepsis_infection,medium,URGENT,42,URGENT,URGENT,True,True,660
Qwen2.5-7B,SLM,7B,uc6_test_015,sepsis_infection,medium,URGENT,43,URGENT,URGENT,True,True,209
Qwen2.5-7B,SLM,7B,uc6_test_015,sepsis_infection,medium,URGENT,44,URGENT,URGENT,True,True,207
Qwen2.5-7B,SLM,7B,uc6_test_016,neurological,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,691
Qwen2.5-7B,SLM,7B,uc6_test_016,neurological,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,241
Qwen2.5-7B,SLM,7B,uc6_test_016,neurological,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,241
Qwen2.5-7B,SLM,7B,uc6_test_017,neurological,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,685
Qwen2.5-7B,SLM,7B,uc6_test_017,neurological,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,258
Qwen2.5-7B,SLM,7B,uc6_test_017,neurological,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,243
Qwen2.5-7B,SLM,7B,uc6_test_018,respiratory,medium,SEMIURGENT,42,URGENT,URGENT,True,False,683
Qwen2.5-7B,SLM,7B,uc6_test_018,respiratory,medium,SEMIURGENT,43,URGENT,URGENT,True,False,213
Qwen2.5-7B,SLM,7B,uc6_test_018,respiratory,medium,SEMIURGENT,44,URGENT,URGENT,True,False,208
Qwen2.5-7B,SLM,7B,uc6_test_019,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,746
Qwen2.5-7B,SLM,7B,uc6_test_019,cardiac,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,278
Qwen2.5-7B,SLM,7B,uc6_test_019,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,272
Qwen2.5-7B,SLM,7B,uc6_test_020,trauma,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,741
Qwen2.5-7B,SLM,7B,uc6_test_020,trauma,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,250
Qwen2.5-7B,SLM,7B,uc6_test_020,trauma,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,244
Qwen2.5-7B,SLM,7B,uc6_test_021,respiratory,easy,SEMIURGENT,42,URGENT,URGENT,True,False,683
Qwen2.5-7B,SLM,7B,uc6_test_021,respiratory,easy,SEMIURGENT,43,URGENT,URGENT,True,False,210
Qwen2.5-7B,SLM,7B,uc6_test_021,respiratory,easy,SEMIURGENT,44,URGENT,URGENT,True,False,209
Qwen2.5-7B,SLM,7B,uc6_test_022,trauma,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,726
Qwen2.5-7B,SLM,7B,uc6_test_022,trauma,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,279
Qwen2.5-7B,SLM,7B,uc6_test_022,trauma,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,277
Qwen2.5-7B,SLM,7B,uc6_test_023,respiratory,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,773
Qwen2.5-7B,SLM,7B,uc6_test_023,respiratory,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,283
Qwen2.5-7B,SLM,7B,uc6_test_023,respiratory,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,281
Qwen2.5-7B,SLM,7B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,749
Qwen2.5-7B,SLM,7B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,275
Qwen2.5-7B,SLM,7B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,264
Qwen2.5-7B,SLM,7B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,42,URGENT,URGENT,True,False,732
Qwen2.5-7B,SLM,7B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,43,URGENT,URGENT,True,False,219
Qwen2.5-7B,SLM,7B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,44,URGENT,URGENT,True,False,215
Qwen2.5-7B,SLM,7B,uc6_test_026,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,750
Qwen2.5-7B,SLM,7B,uc6_test_026,cardiac,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,304
Qwen2.5-7B,SLM,7B,uc6_test_026,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,303
Qwen2.5-7B,SLM,7B,uc6_test_027,trauma,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,769
Qwen2.5-7B,SLM,7B,uc6_test_027,trauma,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,256
Qwen2.5-7B,SLM,7B,uc6_test_027,trauma,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,246
Qwen2.5-7B,SLM,7B,uc6_test_028,trauma,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,620
Qwen2.5-7B,SLM,7B,uc6_test_028,trauma,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,241
Qwen2.5-7B,SLM,7B,uc6_test_028,trauma,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,243
Qwen2.5-7B,SLM,7B,uc6_test_029,sepsis_infection,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,727
Qwen2.5-7B,SLM,7B,uc6_test_029,sepsis_infection,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,248
Qwen2.5-7B,SLM,7B,uc6_test_029,sepsis_infection,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,247
Qwen2.5-7B,SLM,7B,uc6_test_030,cardiac,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,776
Qwen2.5-7B,SLM,7B,uc6_test_030,cardiac,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,243
Qwen2.5-7B,SLM,7B,uc6_test_030,cardiac,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,239
Mistral-7B,SLM,7B,uc6_test_001,neurological,hard,CRITICAL,42,CRITICAL,CRITICAL,True,True,7031
Mistral-7B,SLM,7B,uc6_test_001,neurological,hard,CRITICAL,43,CRITICAL,CRITICAL,True,True,176
Mistral-7B,SLM,7B,uc6_test_001,neurological,hard,CRITICAL,44,CRITICAL,CRITICAL,True,True,144
Mistral-7B,SLM,7B,uc6_test_002,sepsis_infection,medium,CRITICAL,42,CRITICAL,CRITICAL,True,True,684
Mistral-7B,SLM,7B,uc6_test_002,sepsis_infection,medium,CRITICAL,43,CRITICAL,CRITICAL,True,True,160
Mistral-7B,SLM,7B,uc6_test_002,sepsis_infection,medium,CRITICAL,44,CRITICAL,CRITICAL,True,True,164
Mistral-7B,SLM,7B,uc6_test_003,neurological,medium,CRITICAL,42,CRITICAL,CRITICAL,True,True,770
Mistral-7B,SLM,7B,uc6_test_003,neurological,medium,CRITICAL,43,CRITICAL,CRITICAL,True,True,150
Mistral-7B,SLM,7B,uc6_test_003,neurological,medium,CRITICAL,44,CRITICAL,CRITICAL,True,True,159
Mistral-7B,SLM,7B,uc6_test_004,neurological,easy,CRITICAL,42,CRITICAL,CRITICAL,True,True,700
Mistral-7B,SLM,7B,uc6_test_004,neurological,easy,CRITICAL,43,CRITICAL,CRITICAL,True,True,149
Mistral-7B,SLM,7B,uc6_test_004,neurological,easy,CRITICAL,44,CRITICAL,CRITICAL,True,True,153
Mistral-7B,SLM,7B,uc6_test_005,neurological,medium,URGENT,42,CRITICAL,CRITICAL,True,False,766
Mistral-7B,SLM,7B,uc6_test_005,neurological,medium,URGENT,43,CRITICAL,CRITICAL,True,False,212
Mistral-7B,SLM,7B,uc6_test_005,neurological,medium,URGENT,44,CRITICAL,CRITICAL,True,False,173
Mistral-7B,SLM,7B,uc6_test_006,trauma,easy,URGENT,42,CRITICAL,CRITICAL,True,False,785
Mistral-7B,SLM,7B,uc6_test_006,trauma,easy,URGENT,43,CRITICAL,CRITICAL,True,False,143
Mistral-7B,SLM,7B,uc6_test_006,trauma,easy,URGENT,44,CRITICAL,CRITICAL,True,False,142
Mistral-7B,SLM,7B,uc6_test_007,sepsis_infection,easy,URGENT,42,CRITICAL,CRITICAL,True,False,863
Mistral-7B,SLM,7B,uc6_test_007,sepsis_infection,easy,URGENT,43,CRITICAL,CRITICAL,True,False,172
Mistral-7B,SLM,7B,uc6_test_007,sepsis_infection,easy,URGENT,44,CRITICAL,CRITICAL,True,False,165
Mistral-7B,SLM,7B,uc6_test_008,respiratory,medium,URGENT,42,CRITICAL,CRITICAL,True,False,682
Mistral-7B,SLM,7B,uc6_test_008,respiratory,medium,URGENT,43,CRITICAL,CRITICAL,True,False,153
Mistral-7B,SLM,7B,uc6_test_008,respiratory,medium,URGENT,44,CRITICAL,CRITICAL,True,False,155
Mistral-7B,SLM,7B,uc6_test_009,trauma,medium,URGENT,42,CRITICAL,CRITICAL,True,False,690
Mistral-7B,SLM,7B,uc6_test_009,trauma,medium,URGENT,43,CRITICAL,CRITICAL,True,False,150
Mistral-7B,SLM,7B,uc6_test_009,trauma,medium,URGENT,44,CRITICAL,CRITICAL,True,False,159
Mistral-7B,SLM,7B,uc6_test_010,respiratory,medium,URGENT,42,CRITICAL,CRITICAL,True,False,689
Mistral-7B,SLM,7B,uc6_test_010,respiratory,medium,URGENT,43,CRITICAL,CRITICAL,True,False,155
Mistral-7B,SLM,7B,uc6_test_010,respiratory,medium,URGENT,44,CRITICAL,CRITICAL,True,False,161
Mistral-7B,SLM,7B,uc6_test_011,sepsis_infection,medium,URGENT,42,CRITICAL,CRITICAL,True,False,856
Mistral-7B,SLM,7B,uc6_test_011,sepsis_infection,medium,URGENT,43,CRITICAL,CRITICAL,True,False,162
Mistral-7B,SLM,7B,uc6_test_011,sepsis_infection,medium,URGENT,44,CRITICAL,CRITICAL,True,False,158
Mistral-7B,SLM,7B,uc6_test_012,sepsis_infection,hard,URGENT,42,CRITICAL,CRITICAL,True,False,843
Mistral-7B,SLM,7B,uc6_test_012,sepsis_infection,hard,URGENT,43,CRITICAL,CRITICAL,True,False,154
Mistral-7B,SLM,7B,uc6_test_012,sepsis_infection,hard,URGENT,44,CRITICAL,CRITICAL,True,False,154
Mistral-7B,SLM,7B,uc6_test_013,respiratory,hard,URGENT,42,CRITICAL,CRITICAL,True,False,686
Mistral-7B,SLM,7B,uc6_test_013,respiratory,hard,URGENT,43,CRITICAL,CRITICAL,True,False,156
Mistral-7B,SLM,7B,uc6_test_013,respiratory,hard,URGENT,44,CRITICAL,CRITICAL,True,False,154
Mistral-7B,SLM,7B,uc6_test_014,cardiac,medium,URGENT,42,CRITICAL,CRITICAL,True,False,694
Mistral-7B,SLM,7B,uc6_test_014,cardiac,medium,URGENT,43,CRITICAL,CRITICAL,True,False,154
Mistral-7B,SLM,7B,uc6_test_014,cardiac,medium,URGENT,44,CRITICAL,CRITICAL,True,False,159
Mistral-7B,SLM,7B,uc6_test_015,sepsis_infection,medium,URGENT,42,CRITICAL,CRITICAL,True,False,850
Mistral-7B,SLM,7B,uc6_test_015,sepsis_infection,medium,URGENT,43,CRITICAL,CRITICAL,True,False,150
Mistral-7B,SLM,7B,uc6_test_015,sepsis_infection,medium,URGENT,44,CRITICAL,CRITICAL,True,False,150
Mistral-7B,SLM,7B,uc6_test_016,neurological,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,765
Mistral-7B,SLM,7B,uc6_test_016,neurological,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,220
Mistral-7B,SLM,7B,uc6_test_016,neurological,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,231
Mistral-7B,SLM,7B,uc6_test_017,neurological,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,791
Mistral-7B,SLM,7B,uc6_test_017,neurological,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,230
Mistral-7B,SLM,7B,uc6_test_017,neurological,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,220
Mistral-7B,SLM,7B,uc6_test_018,respiratory,medium,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,836
Mistral-7B,SLM,7B,uc6_test_018,respiratory,medium,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,153
Mistral-7B,SLM,7B,uc6_test_018,respiratory,medium,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,153
Mistral-7B,SLM,7B,uc6_test_019,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,750
Mistral-7B,SLM,7B,uc6_test_019,cardiac,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,225
Mistral-7B,SLM,7B,uc6_test_019,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,227
Mistral-7B,SLM,7B,uc6_test_020,trauma,easy,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,706
Mistral-7B,SLM,7B,uc6_test_020,trauma,easy,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,154
Mistral-7B,SLM,7B,uc6_test_020,trauma,easy,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,153
Mistral-7B,SLM,7B,uc6_test_021,respiratory,easy,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,845
Mistral-7B,SLM,7B,uc6_test_021,respiratory,easy,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,146
Mistral-7B,SLM,7B,uc6_test_021,respiratory,easy,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,141
Mistral-7B,SLM,7B,uc6_test_022,trauma,easy,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,678
Mistral-7B,SLM,7B,uc6_test_022,trauma,easy,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,147
Mistral-7B,SLM,7B,uc6_test_022,trauma,easy,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,145
Mistral-7B,SLM,7B,uc6_test_023,respiratory,easy,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,766
Mistral-7B,SLM,7B,uc6_test_023,respiratory,easy,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,157
Mistral-7B,SLM,7B,uc6_test_023,respiratory,easy,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,164
Mistral-7B,SLM,7B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,765
Mistral-7B,SLM,7B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,153
Mistral-7B,SLM,7B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,149
Mistral-7B,SLM,7B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,655
Mistral-7B,SLM,7B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,152
Mistral-7B,SLM,7B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,153
Mistral-7B,SLM,7B,uc6_test_026,cardiac,easy,SEMIURGENT,42,CRITICAL,CRITICAL,True,False,777
Mistral-7B,SLM,7B,uc6_test_026,cardiac,easy,SEMIURGENT,43,CRITICAL,CRITICAL,True,False,165
Mistral-7B,SLM,7B,uc6_test_026,cardiac,easy,SEMIURGENT,44,CRITICAL,CRITICAL,True,False,152
Mistral-7B,SLM,7B,uc6_test_027,trauma,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,725
Mistral-7B,SLM,7B,uc6_test_027,trauma,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,228
Mistral-7B,SLM,7B,uc6_test_027,trauma,easy,NONURGENT,44,SEMIURGENT,SEMIURGENT,True,False,235
Mistral-7B,SLM,7B,uc6_test_028,trauma,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,806
Mistral-7B,SLM,7B,uc6_test_028,trauma,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,220
Mistral-7B,SLM,7B,uc6_test_028,trauma,easy,NONURGENT,44,SEMIURGENT,SEMIURGENT,True,False,230
Mistral-7B,SLM,7B,uc6_test_029,sepsis_infection,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,795
Mistral-7B,SLM,7B,uc6_test_029,sepsis_infection,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,219
