id,text,label,category,subcategory,difficulty,source,notes,split
UC7_080,"'Services' means the professional consulting, development, and support services described in one or more Statements of Work executed by the parties from time to time. 'Deliverables' means the tangible work product identified in a Statement of Work to be delivered by Provider to Client.",STANDARD,General Provisions,Definitions,medium,synthetic,Standard Services and Deliverables definitions — reference to SOW,train
UC7_081,"WHEREAS, Client desires to engage Provider to perform certain professional services as described herein; and WHEREAS, Provider represents that it has the requisite skills, experience, and resources to perform such services; NOW, THEREFORE, in consideration of the mutual covenants and agreements herein, the parties agree as follows.",STANDARD,General Provisions,Recitals,easy,synthetic,Standard recital clause — boilerplate preamble,train
UC7_082,"This Master Services Agreement ('Agreement') is entered into as of the Effective Date by and between Acme Corporation, a Delaware corporation ('Client'), and TechServices LLC, a California limited liability company ('Provider'). Each of Client and Provider may be referred to herein individually as a 'Party' and collectively as the 'Parties.'",STANDARD,General Provisions,Recitals,easy,synthetic,Standard preamble identifying the parties — boilerplate,train
UC7_083,"WHEREAS, the parties previously entered into that certain Non-Disclosure Agreement dated January 15, 2025 (the 'NDA'); and WHEREAS, the parties now wish to formalize their commercial relationship and set forth the terms under which Provider will deliver the Services; NOW, THEREFORE, the parties agree that this Agreement supersedes the NDA with respect to confidentiality obligations related to the Services.",STANDARD,General Provisions,Recitals,medium,synthetic,Recital referencing prior NDA with supersession language — still standard,train
UC7_084,"In the event of a conflict between the terms of this Agreement and any Statement of Work, the terms of the Statement of Work shall control with respect to the specific services described therein, unless the Statement of Work expressly states that it intends to modify the terms of this Agreement. In all other cases, the terms of this Agreement shall prevail.",STANDARD,General Provisions,Order of Precedence,hard,synthetic,Order of precedence clause — standard but nuanced interaction between MSA and SOW,train
UC7_085,"This Agreement, together with all Exhibits, Schedules, and Statements of Work attached hereto or incorporated by reference, constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior and contemporaneous agreements, proposals, negotiations, representations, and communications, whether written or oral.",STANDARD,General Provisions,Recitals,medium,synthetic,Entire agreement / integration clause — pure boilerplate,train
UC7_086,"If any provision of this Agreement is held to be invalid, illegal, or unenforceable by a court of competent jurisdiction, such provision shall be modified to the minimum extent necessary to make it valid and enforceable, and the remaining provisions shall continue in full force and effect.",STANDARD,General Provisions,Severability,easy,synthetic,Standard severability with reformation — boilerplate,train
UC7_087,"The following provisions shall survive the expiration or termination of this Agreement: Sections 4 (Intellectual Property), 6 (Confidentiality), 7 (Limitation of Liability), 8 (Indemnification), and 12 (General Provisions). Any obligations that by their nature should survive termination shall also survive.",STANDARD,General Provisions,Survival,easy,synthetic,Standard survival clause enumerating surviving sections — boilerplate,train
UC7_088,"If any provision of this Agreement is determined to be unenforceable, the parties shall negotiate in good faith a substitute provision that most closely approximates the intent and economic effect of the original provision. If the parties cannot agree on a substitute within thirty (30) days, the provision shall be severed and the remainder of the Agreement shall continue in effect.",STANDARD,General Provisions,Severability,medium,synthetic,Severability with negotiation mechanism — slightly more involved but standard,train
UC7_089,"Upon expiration or termination of this Agreement, all rights and obligations shall cease except that (a) accrued payment obligations shall survive, (b) each party's confidentiality obligations shall survive for three (3) years, (c) indemnification obligations with respect to events occurring during the Term shall survive indefinitely, and (d) all provisions that by their nature are intended to survive shall survive.",STANDARD,General Provisions,Survival,hard,synthetic,Detailed survival with indefinite indemnification survival — standard but requires careful reading,train
UC7_090,The invalidity or unenforceability of any provision in any particular jurisdiction shall not affect the validity or enforceability of such provision in any other jurisdiction or the validity or enforceability of any other provision of this Agreement. The parties intend that this Agreement be enforced to the fullest extent permitted by applicable law in each jurisdiction.,STANDARD,General Provisions,Severability,hard,synthetic,Multi-jurisdiction severability — standard but addresses cross-border enforceability,train
UC7_091,"This Agreement may be executed in one or more counterparts, each of which shall be deemed an original, and all of which together shall constitute one and the same instrument. Execution and delivery of this Agreement by facsimile or electronic signature shall be deemed to be an original execution.",STANDARD,General Provisions,Counterparts,easy,synthetic,Standard counterparts clause — pure boilerplate,train
UC7_092,"The headings and captions in this Agreement are for convenience of reference only and shall not affect the interpretation or construction of any provision hereof. Unless the context otherwise requires, words importing the singular include the plural and vice versa, and references to Sections are to Sections of this Agreement.",STANDARD,General Provisions,Headings,easy,synthetic,Standard headings and interpretation clause — pure boilerplate,train
UC7_093,"This Agreement is for the sole benefit of the parties hereto and their respective successors and permitted assigns. Nothing in this Agreement, express or implied, is intended to confer upon any third party any legal or equitable right, benefit, or remedy of any nature whatsoever under or by reason of this Agreement.",STANDARD,General Provisions,No Third-Party Beneficiaries,easy,synthetic,Standard no third-party beneficiaries clause — boilerplate,test
UC7_094,The failure of either party to enforce any provision of this Agreement shall not constitute a waiver of such party's right to enforce such provision or any other provision in the future. All waivers must be in writing and signed by the waiving party to be effective. A waiver on one occasion shall not be deemed a waiver on any subsequent occasion.,STANDARD,General Provisions,Waiver,medium,synthetic,"Standard waiver clause — requires written waiver, no implied waiver",test
UC7_095,"The parties are independent contractors. Nothing in this Agreement shall be construed as creating a joint venture, partnership, agency, or employment relationship between the parties. Neither party shall have the authority to bind the other party or incur obligations on behalf of the other party without prior written consent.",STANDARD,General Provisions,Relationship of Parties,medium,synthetic,Standard independent contractor / relationship clause — boilerplate,test
UC7_096,"This Agreement has been prepared in the English language, and the English language version shall control in all respects. Any translation of this Agreement is provided for convenience only and shall not be used in the interpretation or construction of this Agreement.",STANDARD,General Provisions,Governing Language,medium,synthetic,Standard governing language clause — common in cross-border contracts,test
UC7_097,"Except as expressly set forth herein, all remedies provided under this Agreement are cumulative and not exclusive of any other remedies available at law or in equity. The exercise of any remedy shall not preclude the exercise of any other remedy, and the parties expressly reserve all rights and remedies available under applicable law.",STANDARD,General Provisions,Cumulative Remedies,hard,synthetic,Cumulative remedies clause — standard but can interact with limitation of liability,test
UC7_098,"Each party agrees to execute and deliver such additional documents, instruments, and assurances and to take such further actions as may be reasonably required to carry out the provisions of this Agreement and to give effect to the transactions contemplated hereby.",STANDARD,General Provisions,Further Assurances,hard,synthetic,Standard further assurances clause — boilerplate cooperation provision,test
UC7_099,"Neither party shall issue any press release or public statement regarding this Agreement or the relationship between the parties without the prior written consent of the other party, except as required by applicable law or regulation. Notwithstanding the foregoing, Provider may include Client's name and logo in its client list for marketing purposes.",STANDARD,General Provisions,Publicity,hard,synthetic,Publicity restriction with marketing carve-out — standard with minor asymmetry,test
UC7_100,"The parties agree that this Agreement and any notices, consents, or other communications delivered pursuant hereto may be transmitted and stored electronically. Electronic records shall have the same legal effect, validity, and enforceability as paper records and shall satisfy any requirement that such records be in writing.",STANDARD,General Provisions,Electronic Records,medium,synthetic,Standard electronic records and ESIGN compliance clause — boilerplate,test
